category,subject,body,label
Invoice/Payment,Final Reminder: Payment Failure,We detected payment failure. Please verify your account within 24 hours to avoid service interruption. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Parcel Delivery,Security Alert: Reschedule Delivery,Your account has been flagged due to reschedule delivery. Review your information promptly. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
PayPal,Security Alert: Login Alert,Your account has been flagged due to login alert. Review your information promptly. This message relates to your paypal services. Please follow the provided verification steps.,1
Amazon,Notice: Delivery Delay,"As part of a routine security review regarding delivery delay, please complete the requested verification. This message relates to your amazon services. Please follow the provided verification steps.",1
Invoice/Payment,Important: Overdue Invoice,Your account has been flagged due to overdue invoice. Review your information promptly. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
HMRC/Tax,Final Reminder: Identity Check,Your account has been flagged due to identity check. Review your information promptly. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
HMRC/Tax,Security Alert: Tax Calculation,We require confirmation following tax calculation. Delayed action may result in temporary account restrictions. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Technical Support,Immediate: Service Interruption,We require confirmation following service interruption. Delayed action may result in temporary account restrictions. This message relates to your technical support services. Please follow the provided verification steps.,1
Banking,Reminder: Identity Verification,We require confirmation following identity verification. Delayed action may result in temporary account restrictions. This message relates to your banking services. Please follow the provided verification steps.,1
Banking,Critical: New Device Login,"As part of a routine security review regarding new device login, please complete the requested verification. This message relates to your banking services. Please follow the provided verification steps.",1
Banking,Final Reminder: Unusual Login,Your account has been flagged due to unusual login. Review your information promptly. This message relates to your banking services. Please follow the provided verification steps.,1
HMRC/Tax,Reminder: Compliance Review,We require confirmation following compliance review. Delayed action may result in temporary account restrictions. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Password Reset,Immediate: Security Reset,Our monitoring systems identified security reset. Confirm your identity to protect your account. This message relates to your password reset services. Please follow the provided verification steps.,1
Password Reset,Notice: Security Reset,Your account has been flagged due to security reset. Review your information promptly. This message relates to your password reset services. Please follow the provided verification steps.,1
Invoice/Payment,Reminder: Remittance Advice,We require confirmation following remittance advice. Delayed action may result in temporary account restrictions. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Parcel Delivery,Important: Parcel Release,Our monitoring systems identified parcel release. Confirm your identity to protect your account. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
HMRC/Tax,Action Required: Rebate Notice,"As part of a routine security review regarding rebate notice, please complete the requested verification. This message relates to your hmrc/tax services. Please follow the provided verification steps.",1
Banking,Immediate: Payment Confirmation,We detected payment confirmation. Please verify your account within 24 hours to avoid service interruption. This message relates to your banking services. Please follow the provided verification steps.,1
HMRC/Tax,Urgent: Payment Reminder,Our monitoring systems identified payment reminder. Confirm your identity to protect your account. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
PayPal,Urgent: Billing Verification,We detected billing verification. Please verify your account within 24 hours to avoid service interruption. This message relates to your paypal services. Please follow the provided verification steps.,1
Microsoft 365,Immediate: Security Alert,Your account has been flagged due to security alert. Review your information promptly. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
PayPal,Action Required: Refund Notice,We detected refund notice. Please verify your account within 24 hours to avoid service interruption. This message relates to your paypal services. Please follow the provided verification steps.,1
HMRC/Tax,Attention: Rebate Notice,Your account has been flagged due to rebate notice. Review your information promptly. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Parcel Delivery,Urgent: Reschedule Delivery,We detected reschedule delivery. Please verify your account within 24 hours to avoid service interruption. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Microsoft 365,Urgent: Password Expiry,We require confirmation following password expiry. Delayed action may result in temporary account restrictions. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
HMRC/Tax,Security Alert: Identity Check,Our monitoring systems identified identity check. Confirm your identity to protect your account. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Microsoft 365,Critical: License Renewal,We detected license renewal. Please verify your account within 24 hours to avoid service interruption. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Technical Support,Critical: Software License,Our monitoring systems identified software license. Confirm your identity to protect your account. This message relates to your technical support services. Please follow the provided verification steps.,1
Technical Support,Attention: Helpdesk Ticket,"As part of a routine security review regarding helpdesk ticket, please complete the requested verification. This message relates to your technical support services. Please follow the provided verification steps.",1
Amazon,Final Reminder: Account Verification,Your account has been flagged due to account verification. Review your information promptly. This message relates to your amazon services. Please follow the provided verification steps.,1
PayPal,Attention: Refund Notice,We require confirmation following refund notice. Delayed action may result in temporary account restrictions. This message relates to your paypal services. Please follow the provided verification steps.,1
Microsoft 365,Action Required: Storage Limit,We detected storage limit. Please verify your account within 24 hours to avoid service interruption. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Invoice/Payment,Immediate: Finance Review,We detected finance review. Please verify your account within 24 hours to avoid service interruption. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Password Reset,Important: Security Confirmation,We detected security confirmation. Please verify your account within 24 hours to avoid service interruption. This message relates to your password reset services. Please follow the provided verification steps.,1
Password Reset,Attention: Password Expiry,We require confirmation following password expiry. Delayed action may result in temporary account restrictions. This message relates to your password reset services. Please follow the provided verification steps.,1
Banking,Important: Account Review,Our monitoring systems identified account review. Confirm your identity to protect your account. This message relates to your banking services. Please follow the provided verification steps.,1
PayPal,Notice: Wallet Update,"As part of a routine security review regarding wallet update, please complete the requested verification. This message relates to your paypal services. Please follow the provided verification steps.",1
Banking,Important: Security Update,Our monitoring systems identified security update. Confirm your identity to protect your account. This message relates to your banking services. Please follow the provided verification steps.,1
Password Reset,Critical: Verification Code,Your account has been flagged due to verification code. Review your information promptly. This message relates to your password reset services. Please follow the provided verification steps.,1
Parcel Delivery,Final Reminder: Package Held,Your account has been flagged due to package held. Review your information promptly. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Amazon,Urgent: Prime Renewal,We detected prime renewal. Please verify your account within 24 hours to avoid service interruption. This message relates to your amazon services. Please follow the provided verification steps.,1
Password Reset,Urgent: Password Policy,We require confirmation following password policy. Delayed action may result in temporary account restrictions. This message relates to your password reset services. Please follow the provided verification steps.,1
Password Reset,Notice: Password Expiry,Your account has been flagged due to password expiry. Review your information promptly. This message relates to your password reset services. Please follow the provided verification steps.,1
Banking,Attention: Unusual Login,"As part of a routine security review regarding unusual login, please complete the requested verification. This message relates to your banking services. Please follow the provided verification steps.",1
Invoice/Payment,Urgent: Supplier Update,Our monitoring systems identified supplier update. Confirm your identity to protect your account. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Banking,Action Required: Card Restricted,We detected card restricted. Please verify your account within 24 hours to avoid service interruption. This message relates to your banking services. Please follow the provided verification steps.,1
Password Reset,Important: Account Recovery,We detected account recovery. Please verify your account within 24 hours to avoid service interruption. This message relates to your password reset services. Please follow the provided verification steps.,1
Amazon,Security Alert: Gift Card,Your account has been flagged due to gift card. Review your information promptly. This message relates to your amazon services. Please follow the provided verification steps.,1
University,Notice: Email Quota,Our monitoring systems identified email quota. Confirm your identity to protect your account. This message relates to your university services. Please follow the provided verification steps.,1
Technical Support,Security Alert: Service Interruption,We detected service interruption. Please verify your account within 24 hours to avoid service interruption. This message relates to your technical support services. Please follow the provided verification steps.,1
Amazon,Reminder: Seller Message,Your account has been flagged due to seller message. Review your information promptly. This message relates to your amazon services. Please follow the provided verification steps.,1
Invoice/Payment,Reminder: Invoice Correction,We require confirmation following invoice correction. Delayed action may result in temporary account restrictions. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Amazon,Final Reminder: Gift Card,We detected gift card. Please verify your account within 24 hours to avoid service interruption. This message relates to your amazon services. Please follow the provided verification steps.,1
Amazon,Notice: Security Review,Your account has been flagged due to security review. Review your information promptly. This message relates to your amazon services. Please follow the provided verification steps.,1
Password Reset,Action Required: Password Expiry,Our monitoring systems identified password expiry. Confirm your identity to protect your account. This message relates to your password reset services. Please follow the provided verification steps.,1
Microsoft 365,Critical: License Renewal,We detected license renewal. Please verify your account within 24 hours to avoid service interruption. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Password Reset,Final Reminder: Verification Code,Your account has been flagged due to verification code. Review your information promptly. This message relates to your password reset services. Please follow the provided verification steps.,1
Microsoft 365,Immediate: Storage Limit,We require confirmation following storage limit. Delayed action may result in temporary account restrictions. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Parcel Delivery,Final Reminder: Customs Fee,Your account has been flagged due to customs fee. Review your information promptly. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Microsoft 365,Reminder: New Device,We require confirmation following new device. Delayed action may result in temporary account restrictions. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Microsoft 365,Immediate: Mfa Verification,We require confirmation following MFA verification. Delayed action may result in temporary account restrictions. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
HMRC/Tax,Security Alert: Payment Reminder,"As part of a routine security review regarding payment reminder, please complete the requested verification. This message relates to your hmrc/tax services. Please follow the provided verification steps.",1
PayPal,Security Alert: Billing Verification,We require confirmation following billing verification. Delayed action may result in temporary account restrictions. This message relates to your paypal services. Please follow the provided verification steps.,1
Banking,Final Reminder: Security Update,Your account has been flagged due to security update. Review your information promptly. This message relates to your banking services. Please follow the provided verification steps.,1
Banking,Final Reminder: Fraud Alert,We detected fraud alert. Please verify your account within 24 hours to avoid service interruption. This message relates to your banking services. Please follow the provided verification steps.,1
Invoice/Payment,Security Alert: Finance Review,We detected finance review. Please verify your account within 24 hours to avoid service interruption. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Invoice/Payment,Immediate: Supplier Update,We detected supplier update. Please verify your account within 24 hours to avoid service interruption. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Parcel Delivery,Final Reminder: Package Held,We detected package held. Please verify your account within 24 hours to avoid service interruption. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
PayPal,Immediate: Wallet Update,We require confirmation following wallet update. Delayed action may result in temporary account restrictions. This message relates to your paypal services. Please follow the provided verification steps.,1
Parcel Delivery,Action Required: Courier Notice,"As part of a routine security review regarding courier notice, please complete the requested verification. This message relates to your parcel delivery services. Please follow the provided verification steps.",1
University,Immediate: Tuition Notice,We detected tuition notice. Please verify your account within 24 hours to avoid service interruption. This message relates to your university services. Please follow the provided verification steps.,1
Amazon,Urgent: Seller Message,"As part of a routine security review regarding seller message, please complete the requested verification. This message relates to your amazon services. Please follow the provided verification steps.",1
Invoice/Payment,Immediate: Overdue Invoice,Your account has been flagged due to overdue invoice. Review your information promptly. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
HMRC/Tax,Attention: Secure Message,"As part of a routine security review regarding secure message, please complete the requested verification. This message relates to your hmrc/tax services. Please follow the provided verification steps.",1
Invoice/Payment,Attention: Wire Transfer,Your account has been flagged due to wire transfer. Review your information promptly. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
University,Security Alert: Mfa Update,"As part of a routine security review regarding MFA update, please complete the requested verification. This message relates to your university services. Please follow the provided verification steps.",1
HMRC/Tax,Attention: Rebate Notice,Our monitoring systems identified rebate notice. Confirm your identity to protect your account. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Password Reset,Action Required: Security Confirmation,We detected security confirmation. Please verify your account within 24 hours to avoid service interruption. This message relates to your password reset services. Please follow the provided verification steps.,1
Microsoft 365,Attention: Password Expiry,We detected password expiry. Please verify your account within 24 hours to avoid service interruption. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Technical Support,Final Reminder: System Update,We detected system update. Please verify your account within 24 hours to avoid service interruption. This message relates to your technical support services. Please follow the provided verification steps.,1
Invoice/Payment,Notice: Payment Confirmation,We detected payment confirmation. Please verify your account within 24 hours to avoid service interruption. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Microsoft 365,Action Required: New Device,Our monitoring systems identified new device. Confirm your identity to protect your account. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Password Reset,Reminder: Reset Required,Our monitoring systems identified reset required. Confirm your identity to protect your account. This message relates to your password reset services. Please follow the provided verification steps.,1
Parcel Delivery,Security Alert: Package Held,Your account has been flagged due to package held. Review your information promptly. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Amazon,Critical: Payment Declined,We require confirmation following payment declined. Delayed action may result in temporary account restrictions. This message relates to your amazon services. Please follow the provided verification steps.,1
Parcel Delivery,Reminder: Signature Required,Our monitoring systems identified signature required. Confirm your identity to protect your account. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Parcel Delivery,Immediate: Package Held,Your account has been flagged due to package held. Review your information promptly. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Invoice/Payment,Action Required: Invoice Correction,We detected invoice correction. Please verify your account within 24 hours to avoid service interruption. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
University,Notice: Course Registration,Your account has been flagged due to course registration. Review your information promptly. This message relates to your university services. Please follow the provided verification steps.,1
Technical Support,Final Reminder: Support Verification,We detected support verification. Please verify your account within 24 hours to avoid service interruption. This message relates to your technical support services. Please follow the provided verification steps.,1
Invoice/Payment,Urgent: Payment Failure,We require confirmation following payment failure. Delayed action may result in temporary account restrictions. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Technical Support,Important: Virus Detected,Our monitoring systems identified virus detected. Confirm your identity to protect your account. This message relates to your technical support services. Please follow the provided verification steps.,1
Password Reset,Security Alert: Credential Update,We detected credential update. Please verify your account within 24 hours to avoid service interruption. This message relates to your password reset services. Please follow the provided verification steps.,1
University,Immediate: Password Reset,We detected password reset. Please verify your account within 24 hours to avoid service interruption. This message relates to your university services. Please follow the provided verification steps.,1
Password Reset,Action Required: Credential Update,Our monitoring systems identified credential update. Confirm your identity to protect your account. This message relates to your password reset services. Please follow the provided verification steps.,1
PayPal,Security Alert: Account Limitation,Our monitoring systems identified account limitation. Confirm your identity to protect your account. This message relates to your paypal services. Please follow the provided verification steps.,1
University,Action Required: Mfa Update,Your account has been flagged due to MFA update. Review your information promptly. This message relates to your university services. Please follow the provided verification steps.,1
Invoice/Payment,Reminder: Invoice Correction,We require confirmation following invoice correction. Delayed action may result in temporary account restrictions. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Amazon,Critical: Return Confirmation,Our monitoring systems identified return confirmation. Confirm your identity to protect your account. This message relates to your amazon services. Please follow the provided verification steps.,1
Invoice/Payment,Final Reminder: Supplier Update,Your account has been flagged due to supplier update. Review your information promptly. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Amazon,Notice: Seller Message,"As part of a routine security review regarding seller message, please complete the requested verification. This message relates to your amazon services. Please follow the provided verification steps.",1
Invoice/Payment,Urgent: Supplier Update,We require confirmation following supplier update. Delayed action may result in temporary account restrictions. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Microsoft 365,Immediate: Security Alert,Your account has been flagged due to security alert. Review your information promptly. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Parcel Delivery,Final Reminder: Signature Required,"As part of a routine security review regarding signature required, please complete the requested verification. This message relates to your parcel delivery services. Please follow the provided verification steps.",1
Banking,Action Required: Card Restricted,"As part of a routine security review regarding card restricted, please complete the requested verification. This message relates to your banking services. Please follow the provided verification steps.",1
University,Action Required: Exam Notice,We detected exam notice. Please verify your account within 24 hours to avoid service interruption. This message relates to your university services. Please follow the provided verification steps.,1
Password Reset,Urgent: Security Reset,We require confirmation following security reset. Delayed action may result in temporary account restrictions. This message relates to your password reset services. Please follow the provided verification steps.,1
Invoice/Payment,Reminder: Payment Confirmation,Our monitoring systems identified payment confirmation. Confirm your identity to protect your account. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Banking,Action Required: Unusual Login,Your account has been flagged due to unusual login. Review your information promptly. This message relates to your banking services. Please follow the provided verification steps.,1
Invoice/Payment,Critical: Wire Transfer,Your account has been flagged due to wire transfer. Review your information promptly. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Technical Support,Action Required: System Update,"As part of a routine security review regarding system update, please complete the requested verification. This message relates to your technical support services. Please follow the provided verification steps.",1
Technical Support,Urgent: Software License,Your account has been flagged due to software license. Review your information promptly. This message relates to your technical support services. Please follow the provided verification steps.,1
Password Reset,Final Reminder: Password Policy,We require confirmation following password policy. Delayed action may result in temporary account restrictions. This message relates to your password reset services. Please follow the provided verification steps.,1
Invoice/Payment,Attention: Overdue Invoice,Our monitoring systems identified overdue invoice. Confirm your identity to protect your account. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Banking,Immediate: Identity Verification,"As part of a routine security review regarding identity verification, please complete the requested verification. This message relates to your banking services. Please follow the provided verification steps.",1
Microsoft 365,Notice: Security Alert,Our monitoring systems identified security alert. Confirm your identity to protect your account. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
University,Important: Account Suspension,We require confirmation following account suspension. Delayed action may result in temporary account restrictions. This message relates to your university services. Please follow the provided verification steps.,1
University,Critical: It Helpdesk,"As part of a routine security review regarding IT helpdesk, please complete the requested verification. This message relates to your university services. Please follow the provided verification steps.",1
HMRC/Tax,Security Alert: Document Request,We require confirmation following document request. Delayed action may result in temporary account restrictions. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
Microsoft 365,Critical: Security Alert,We detected security alert. Please verify your account within 24 hours to avoid service interruption. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Banking,Security Alert: Card Restricted,Your account has been flagged due to card restricted. Review your information promptly. This message relates to your banking services. Please follow the provided verification steps.,1
Parcel Delivery,Important: Package Held,Your account has been flagged due to package held. Review your information promptly. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Banking,Action Required: Security Update,"As part of a routine security review regarding security update, please complete the requested verification. This message relates to your banking services. Please follow the provided verification steps.",1
Banking,Reminder: Security Update,We detected security update. Please verify your account within 24 hours to avoid service interruption. This message relates to your banking services. Please follow the provided verification steps.,1
Banking,Important: Unusual Login,We detected unusual login. Please verify your account within 24 hours to avoid service interruption. This message relates to your banking services. Please follow the provided verification steps.,1
Invoice/Payment,Immediate: Payment Confirmation,Your account has been flagged due to payment confirmation. Review your information promptly. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Banking,Notice: Identity Verification,We require confirmation following identity verification. Delayed action may result in temporary account restrictions. This message relates to your banking services. Please follow the provided verification steps.,1
Parcel Delivery,Immediate: Address Confirmation,Your account has been flagged due to address confirmation. Review your information promptly. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Password Reset,Important: Security Confirmation,Our monitoring systems identified security confirmation. Confirm your identity to protect your account. This message relates to your password reset services. Please follow the provided verification steps.,1
University,Security Alert: Course Registration,Our monitoring systems identified course registration. Confirm your identity to protect your account. This message relates to your university services. Please follow the provided verification steps.,1
University,Critical: Email Quota,Your account has been flagged due to email quota. Review your information promptly. This message relates to your university services. Please follow the provided verification steps.,1
Password Reset,Important: Password Policy,We detected password policy. Please verify your account within 24 hours to avoid service interruption. This message relates to your password reset services. Please follow the provided verification steps.,1
Technical Support,Urgent: Device Health,Your account has been flagged due to device health. Review your information promptly. This message relates to your technical support services. Please follow the provided verification steps.,1
Microsoft 365,Attention: New Device,Our monitoring systems identified new device. Confirm your identity to protect your account. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
PayPal,Important: Transaction Review,We require confirmation following transaction review. Delayed action may result in temporary account restrictions. This message relates to your paypal services. Please follow the provided verification steps.,1
Invoice/Payment,Security Alert: Remittance Advice,Your account has been flagged due to remittance advice. Review your information promptly. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Amazon,Critical: Payment Declined,We detected payment declined. Please verify your account within 24 hours to avoid service interruption. This message relates to your amazon services. Please follow the provided verification steps.,1
Amazon,Action Required: Gift Card,We require confirmation following gift card. Delayed action may result in temporary account restrictions. This message relates to your amazon services. Please follow the provided verification steps.,1
Banking,Action Required: Unusual Login,We detected unusual login. Please verify your account within 24 hours to avoid service interruption. This message relates to your banking services. Please follow the provided verification steps.,1
Microsoft 365,Critical: Account Validation,We require confirmation following account validation. Delayed action may result in temporary account restrictions. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Microsoft 365,Action Required: License Renewal,We require confirmation following license renewal. Delayed action may result in temporary account restrictions. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Amazon,Immediate: Payment Declined,We detected payment declined. Please verify your account within 24 hours to avoid service interruption. This message relates to your amazon services. Please follow the provided verification steps.,1
Microsoft 365,Immediate: License Renewal,Your account has been flagged due to license renewal. Review your information promptly. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Amazon,Attention: Account Verification,"As part of a routine security review regarding account verification, please complete the requested verification. This message relates to your amazon services. Please follow the provided verification steps.",1
Password Reset,Notice: Verification Code,We require confirmation following verification code. Delayed action may result in temporary account restrictions. This message relates to your password reset services. Please follow the provided verification steps.,1
Amazon,Important: Payment Declined,Our monitoring systems identified payment declined. Confirm your identity to protect your account. This message relates to your amazon services. Please follow the provided verification steps.,1
PayPal,Urgent: Login Alert,Your account has been flagged due to login alert. Review your information promptly. This message relates to your paypal services. Please follow the provided verification steps.,1
Parcel Delivery,Immediate: Signature Required,We require confirmation following signature required. Delayed action may result in temporary account restrictions. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Parcel Delivery,Immediate: Signature Required,Your account has been flagged due to signature required. Review your information promptly. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Microsoft 365,Action Required: License Renewal,"As part of a routine security review regarding license renewal, please complete the requested verification. This message relates to your microsoft 365 services. Please follow the provided verification steps.",1
Microsoft 365,Urgent: Mfa Verification,Your account has been flagged due to MFA verification. Review your information promptly. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Invoice/Payment,Action Required: Supplier Update,We detected supplier update. Please verify your account within 24 hours to avoid service interruption. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Invoice/Payment,Notice: Payment Failure,We require confirmation following payment failure. Delayed action may result in temporary account restrictions. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Parcel Delivery,Attention: Signature Required,We require confirmation following signature required. Delayed action may result in temporary account restrictions. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
PayPal,Reminder: Wallet Update,We require confirmation following wallet update. Delayed action may result in temporary account restrictions. This message relates to your paypal services. Please follow the provided verification steps.,1
Technical Support,Attention: Support Verification,We detected support verification. Please verify your account within 24 hours to avoid service interruption. This message relates to your technical support services. Please follow the provided verification steps.,1
Password Reset,Action Required: Login Problem,"As part of a routine security review regarding login problem, please complete the requested verification. This message relates to your password reset services. Please follow the provided verification steps.",1
University,Immediate: It Helpdesk,We require confirmation following IT helpdesk. Delayed action may result in temporary account restrictions. This message relates to your university services. Please follow the provided verification steps.,1
Technical Support,Final Reminder: Device Health,Our monitoring systems identified device health. Confirm your identity to protect your account. This message relates to your technical support services. Please follow the provided verification steps.,1
Technical Support,Urgent: Device Health,We detected device health. Please verify your account within 24 hours to avoid service interruption. This message relates to your technical support services. Please follow the provided verification steps.,1
HMRC/Tax,Final Reminder: Rebate Notice,We require confirmation following rebate notice. Delayed action may result in temporary account restrictions. This message relates to your hmrc/tax services. Please follow the provided verification steps.,1
University,Reminder: It Helpdesk,Our monitoring systems identified IT helpdesk. Confirm your identity to protect your account. This message relates to your university services. Please follow the provided verification steps.,1
Technical Support,Security Alert: Critical Patch,Our monitoring systems identified critical patch. Confirm your identity to protect your account. This message relates to your technical support services. Please follow the provided verification steps.,1
University,Action Required: Course Registration,We require confirmation following course registration. Delayed action may result in temporary account restrictions. This message relates to your university services. Please follow the provided verification steps.,1
Invoice/Payment,Attention: Finance Review,"As part of a routine security review regarding finance review, please complete the requested verification. This message relates to your invoice/payment services. Please follow the provided verification steps.",1
Amazon,Reminder: Security Review,We require confirmation following security review. Delayed action may result in temporary account restrictions. This message relates to your amazon services. Please follow the provided verification steps.,1
Banking,Action Required: New Device Login,Your account has been flagged due to new device login. Review your information promptly. This message relates to your banking services. Please follow the provided verification steps.,1
Amazon,Critical: Seller Message,Our monitoring systems identified seller message. Confirm your identity to protect your account. This message relates to your amazon services. Please follow the provided verification steps.,1
PayPal,Reminder: Wallet Update,We detected wallet update. Please verify your account within 24 hours to avoid service interruption. This message relates to your paypal services. Please follow the provided verification steps.,1
Password Reset,Attention: Password Expiry,We detected password expiry. Please verify your account within 24 hours to avoid service interruption. This message relates to your password reset services. Please follow the provided verification steps.,1
Parcel Delivery,Attention: Delivery Failed,Your account has been flagged due to delivery failed. Review your information promptly. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Parcel Delivery,Notice: Address Confirmation,"As part of a routine security review regarding address confirmation, please complete the requested verification. This message relates to your parcel delivery services. Please follow the provided verification steps.",1
Password Reset,Important: Security Confirmation,Your account has been flagged due to security confirmation. Review your information promptly. This message relates to your password reset services. Please follow the provided verification steps.,1
Microsoft 365,Notice: Mailbox Suspension,We detected mailbox suspension. Please verify your account within 24 hours to avoid service interruption. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Microsoft 365,Action Required: Password Expiry,Our monitoring systems identified password expiry. Confirm your identity to protect your account. This message relates to your microsoft 365 services. Please follow the provided verification steps.,1
Password Reset,Attention: Password Policy,Our monitoring systems identified password policy. Confirm your identity to protect your account. This message relates to your password reset services. Please follow the provided verification steps.,1
Technical Support,Urgent: System Update,We detected system update. Please verify your account within 24 hours to avoid service interruption. This message relates to your technical support services. Please follow the provided verification steps.,1
University,Final Reminder: It Helpdesk,Your account has been flagged due to IT helpdesk. Review your information promptly. This message relates to your university services. Please follow the provided verification steps.,1
Banking,Immediate: Identity Verification,We require confirmation following identity verification. Delayed action may result in temporary account restrictions. This message relates to your banking services. Please follow the provided verification steps.,1
Parcel Delivery,Security Alert: Reschedule Delivery,We detected reschedule delivery. Please verify your account within 24 hours to avoid service interruption. This message relates to your parcel delivery services. Please follow the provided verification steps.,1
Amazon,Attention: Order Issue,"As part of a routine security review regarding order issue, please complete the requested verification. This message relates to your amazon services. Please follow the provided verification steps.",1
Invoice/Payment,Final Reminder: Payment Failure,Your account has been flagged due to payment failure. Review your information promptly. This message relates to your invoice/payment services. Please follow the provided verification steps.,1
Password Reset,Security Alert: Verification Code,"As part of a routine security review regarding verification code, please complete the requested verification. This message relates to your password reset services. Please follow the provided verification steps.",1
University,Critical: Password Reset,"As part of a routine security review regarding password reset, please complete the requested verification. This message relates to your university services. Please follow the provided verification steps.",1
Technical Support,Security Alert: Security Scan,Your account has been flagged due to security scan. Review your information promptly. This message relates to your technical support services. Please follow the provided verification steps.,1
